comment,clean_text,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,actual_umux_dimension,predicted_umux_label,predicted_umux_dimension,is_correct,error_type,sentiment_category,vader_compound,umux_lite_score_1_7,rating,user,date,likes,label UMUX,label,vader_neg,vader_neu,vader_pos,umux_score_category,is_umux_relevant
bagus dan mendukung,bagus dukung,1,1,3,Usefulness + Ease of Use,1,Usefulness,False,actual_3_predicted_1,positive,0.5267,5.58,5.0,MOH IBRAHIM,2026-05-12 16:28:25,0.0,Relevan dengan P1 dan P3,3,0.0,0.227,0.773,high,True
pelayanan memuaskan,layan muas,1,1,3,Usefulness + Ease of Use,1,Usefulness,False,actual_3_predicted_1,neutral,0.0,4.0,5.0,Soleh eko rahayu Rahayu,2026-05-12 14:20:31,0.0,Relevan dengan P1 dan P3,3,0.0,0.0,0.0,moderate,True
sangat membantu,sangat bantu,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.5267,5.58,3.0,Abdul Basit,2026-05-12 12:23:18,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.227,0.773,high,True
sangat membantu dan mudah dipahami,sangat bantu mudah paham,1,0,2,Ease of Use,3,Usefulness + Ease of Use,False,actual_2_predicted_3,positive,0.8271,6.48,5.0,Iqlhama 39,2026-05-12 12:06:00,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True
sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.8074,6.42,5.0,Tika Tika Tika,2026-05-12 12:05:32,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.12,0.88,high,False
mantap apk bermanfaat,mantap aplikasi manfaat,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.5859,5.76,5.0,Kharis Farid,2026-05-12 11:38:02,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
proses cepat dan mudah,proses cepat mudah,1,1,3,Usefulness + Ease of Use,2,Ease of Use,False,actual_3_predicted_2,neutral,0.0,4.0,5.0,Nasrullah Lastchaild,2026-05-12 11:02:50,0.0,Relevan dengan P1 dan P3,3,0.0,0.0,0.0,moderate,True
"sangat bermanfaat sekaliii, mudah diakses",sangat manfaat sekaliii mudah akses,0,1,1,Usefulness,2,Ease of Use,False,actual_1_predicted_2,negative,-0.2023,3.39,5.0,Fanisa_han,2026-05-12 09:22:51,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.256,0.581,0.163,moderate,True
"aplikasi tidak bisa dibuka, hp samsung a54",aplikasi tidak bisa buka hp samsung a,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,negative,-0.6597,2.02,5.0,Teguh Imamsantoso,2026-05-12 09:11:43,0.0,Relevan dengan P1 (mudah digunakan),1,0.397,0.517,0.086,low,False
bagus sangat ini aplikasi,bagus sangat aplikasi,1,1,3,Usefulness + Ease of Use,1,Usefulness,False,actual_3_predicted_1,negative,-0.6124,2.16,5.0,Rahmat Aryanto,2026-05-12 09:02:55,0.0,Relevan dengan P1 dan P3,3,0.476,0.194,0.33,low,True
bagus terkoordinasi dengan baik . gampang d akses,bagus koordinasi baik gampang d akses,1,1,3,Usefulness + Ease of Use,2,Ease of Use,False,actual_3_predicted_2,negative,-0.6124,2.16,5.0,Indiarti Utami,2026-05-12 08:09:03,0.0,Relevan dengan P1 dan P3,3,0.443,0.455,0.102,low,True
"Tidak bisa buka aplikasi, baru buka langsung tutup sendiri device Samsung Galaxy Note 8",tidak bisa buka aplikasi baru buka langsung tutup sendiri device samsung galaxy note,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.4588,5.38,3.0,Iban Bunyamin,2026-05-12 07:51:20,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,False
sangat bagus dan sangat membatu,sangat bagus sangat batu,1,1,3,Usefulness + Ease of Use,1,Usefulness,False,actual_3_predicted_1,neutral,0.0,4.0,5.0,Narimpen Kasma,2026-05-12 07:14:14,0.0,Relevan dengan P1 dan P3,3,0.0,1.0,0.0,moderate,True
puas dan sangat membantu,puas sangat bantu,1,1,3,Usefulness + Ease of Use,1,Usefulness,False,actual_3_predicted_1,positive,0.5859,5.76,4.0,Dewi Sulasmi,2026-05-12 05:37:18,0.0,Relevan dengan P1 dan P3,3,0.0,0.0,1.0,high,True
mantul aplikasinya,mantap aplikasi,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.7964,6.39,3.0,Mul kaharudin,2026-05-12 04:52:00,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,False
mempercepat mempermudah dan memperlancar,cepat mudah lancar,0,1,1,Usefulness,2,Ease of Use,False,actual_1_predicted_2,positive,0.6486,5.95,5.0,Wiky_32 Vlog,2026-05-12 04:49:40,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.361,0.639,high,True
mudah dan responsif,mudah responsif,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,negative,-0.4019,2.79,5.0,Cahyana Yana,2026-05-12 04:48:11,0.0,Relevan dengan P1 (mudah digunakan),1,0.385,0.28,0.336,low,False
"pelayanan sudah bagus,",layan bagus,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.5859,5.76,5.0,Mustakim Mustakim,2026-05-12 04:08:03,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True
pelayanan cukup baik,layan cukup baik,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.5267,5.58,4.0,Dionisius Gampar,2026-05-12 03:54:07,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,False
"bagus, akurat",bagus akurat,0,1,1,Usefulness,3,Usefulness + Ease of Use,False,actual_1_predicted_3,positive,0.7783,6.33,5.0,mia wardhani,2026-05-12 03:28:49,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.227,0.773,high,True
aplikasi bagus akurasi juga bagus,aplikasi bagus akurasi bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4588,5.38,5.0,Herman Syah,2026-05-12 03:14:37,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.25,0.75,high,False
Prosesnya Mudah Dan Lancar Nyaman Juga Buat Masyarakat Pilihan Terbaik,proses mudah lancar nyaman buat masyarakat pilih baik,1,1,3,Usefulness + Ease of Use,2,Ease of Use,False,actual_3_predicted_2,positive,0.6808,6.04,5.0,Akmal Patriyo45,2026-05-12 03:13:25,0.0,Relevan dengan P1 dan P3,3,0.0,0.152,0.848,high,True
sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5574,5.67,5.0,Arif Tambunan,2026-05-12 03:12:14,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.217,0.783,high,False
sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5423,5.63,5.0,Fendi Djafi,2026-05-12 03:10:53,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
bermanfaat,manfaat,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.5267,5.58,5.0,En Nhy,2026-05-12 03:05:57,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
perlidungan untuk pkwt,perlidungan pkwt,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5574,5.67,5.0,Defta,2026-05-12 03:03:34,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.455,0.545,high,False
"UDAH SAYA LAKUIN SEMUA UPDATE SAMPE RESTAR ... TAPI TETEP NGEBUG TERUS MAU LACAK KLAIM JHT GA BISA , MAU BUKA NOTIF GA BISA, INI GIMANA TUAN SAYA NUNGGU JUGA UDAH LAMA INIH BELUM CAIR CAIR, TOLONG DONG KERJA SAMA NYA, SAYA UDAH KESANA KE SINI, JAUH JAUH SAYA NGAMBIL ANTRIAN , PAS UDAH CLEAR TINGGAL NUNGGU DANA MASUK MALAH ADA KENDALA BEGINI, ADA SOLUSI GA INI TUAN",udah lakuin semua update sampe restar tetep ngebug terus mau lacak klaim jht tidak bisa mau buka notif tidak bisa gimana tuan nunggu udah lama inih belum cair cair dong kerja sama nya udah kesana sini jauh jauh ngambil antri pas udah clear tinggal nunggu dana masuk malah kendala begini solusi tidak tuan,1,0,2,Ease of Use,3,Usefulness + Ease of Use,False,actual_2_predicted_3,positive,0.5574,5.67,5.0,Muhammad Ardi,2026-05-12 02:42:11,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.217,0.783,high,True
semoga dibantu dalam proses pencairan,moga bantu proses cair,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,neutral,0.0,4.0,5.0,Edhy Muharyadi,2026-05-12 02:13:21,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,0.0,moderate,True
APLIKASI GA PERNAH BENER ADA AJA EROR NYA BIKIN APLIKASI TAMPILAN DOANK BAGUS SYSTEMNYA BOBROK MAU KLAIM DUIT SENDIRI AJA SUSAH GILIRAN IURAN AJA GA BOLEH NUNGAK PERCUMA LU BUAT APLIKASI BUANG BUANG ANGGARAN AJA TAPI GA BERGUNA,aplikasi tidak pernah bener aja error nya bikin aplikasi tampil doank bagus systemnya bobrok mau klaim duit sendiri aja susah gilir iur aja tidak nungak percuma lu buat aplikasi buang buang anggar aja tidak guna,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,False,actual_0_predicted_3,neutral,0.0,4.0,1.0,Melkypendong,2026-05-12 01:47:43,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,True
sangat membantu,sangat bantu,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.5267,5.58,5.0,Singa Lion,2026-05-12 01:32:22,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
mmaantaap,mmaantaap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,negative,-0.4767,2.57,5.0,Alif Ram,2026-05-12 00:31:44,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.436,0.352,0.211,low,False
aplikasi ga bisa di buka sudah hapus cache selalu keluar kembali ke wallpaper saat di buka tolong lah perbaiki,aplikasi tidak bisa buka hapus cache selalu keluar wallpaper buka lah baik,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.4588,5.38,2.0,Skulgers 5885,2026-05-11 21:42:58,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,False
"susah untuk reset passwordnya telp ke call centernya,diminta ke cabang terdekat,sementara hari kerja saya sama dengan hari kerja jamsostek",susah reset passwordnya telp call centernya minta cabang dekat hari kerja sama hari kerja jamsostek,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,negative,-0.2023,3.39,3.0,Mama Cimut,2026-05-11 14:26:31,0.0,Relevan dengan P1 (mudah digunakan),1,0.229,0.625,0.146,moderate,False
sangat puas,sangat puas,1,1,3,Usefulness + Ease of Use,1,Usefulness,False,actual_3_predicted_1,positive,0.8934,6.68,5.0,Warta Warta,2026-05-11 14:20:28,0.0,Relevan dengan P1 dan P3,3,0.0,0.487,0.513,high,True
hallo kok tidak bisa dibuka aplikasi nya... itu kenapa ya min,hallo kok tidak bisa buka aplikasi nya min,0,1,1,Usefulness,2,Ease of Use,False,actual_1_predicted_2,positive,0.0516,4.15,4.0,Diana Sari,2026-05-11 13:55:32,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.196,0.489,0.315,moderate,True
jika ingin informasi hasil klaim JHT kmn ya? soalnya sdh 5 hari blm msuk ini saldo,informasi hasil klaim jht kmn soal sdh hari blm msuk saldo,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.5574,5.67,3.0,M. Refani Arpan,2026-05-11 13:15:33,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.217,0.783,high,True
"kenapa aplikasinya tidak bisa dibuka yah,,,,?",aplikasi tidak bisa buka yah,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,neutral,0.0,4.0,4.0,Andi Tea,2026-05-11 12:34:00,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,True
sangat cepat,sangat cepat,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,negative,-0.2023,3.39,5.0,Erna Ratma,2026-05-11 11:44:33,0.0,Relevan dengan P1 (mudah digunakan),1,0.382,0.449,0.169,moderate,False
"apk nya bagus ,mudah di pahami dan sangat berguna",aplikasi nya bagus mudah paham sangat guna,1,1,3,Usefulness + Ease of Use,2,Ease of Use,False,actual_3_predicted_2,positive,0.1027,4.31,5.0,Sahri Purnama,2026-05-11 11:35:25,0.0,Relevan dengan P1 dan P3,3,0.0,0.417,0.583,moderate,True
tidak bisa di buka kenapa,tidak bisa buka,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,neutral,0.0,4.0,5.0,Dicki Dwidarma,2026-05-11 11:21:22,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,True
sangat menarik,sangat tarik,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,negative,-0.3818,2.85,5.0,Iyan Yan,2026-05-11 11:02:36,0.0,Tidak relevan dengan pertanyaan manapun,0,0.431,0.392,0.176,low,True
aplikasi sangat bagus,aplikasi sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5267,5.58,5.0,Tomy Firdaus,2026-05-11 09:39:22,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
kenapa jmo saya tidak bisa di buka ya min..,jmo tidak bisa buka min,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.5574,5.67,4.0,world makhluk,2026-05-11 08:28:32,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
memuaskan,muas,1,1,3,Usefulness + Ease of Use,1,Usefulness,False,actual_3_predicted_1,positive,0.6124,5.84,5.0,Zanuar Efendi,2026-05-11 07:59:42,0.0,Relevan dengan P1 dan P3,3,0.0,0.0,1.0,high,True
mantap,mantap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4588,5.38,5.0,Muhammad Rahmansyah,2026-05-11 06:28:36,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.25,0.75,high,False
luar biasa,luar biasa,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,negative,-0.1531,3.54,5.0,Nur hadi,2026-05-11 06:14:40,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.355,0.323,0.323,moderate,False
Sangat Baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4404,5.32,5.0,Ahmad Wahyu Riyayan,2026-05-11 06:08:02,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.256,0.744,high,False
sangat puas,sangat puas,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.875,6.62,5.0,Sulastrii Lastrii,2026-05-11 04:49:14,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.583,0.417,high,True
cepat di aplikasi daripada lamgsung ke lokasi,cepat aplikasi lamgsung lokasi,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,neutral,0.0,4.0,5.0,darmayanti aprillia,2026-05-11 04:14:07,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,0.0,moderate,True
bagus sekali,bagus sekali,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4588,5.38,5.0,Reja Pranjaya,2026-05-11 04:10:13,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.25,0.75,high,False
mantap aplikasinya,mantap aplikasi,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5859,5.76,5.0,Andry Septian 14,2026-05-11 03:43:29,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
BAGUS DAN MEMUASKAN,bagus muas,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4588,5.38,5.0,Pasti Silaen,2026-05-11 03:28:49,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
Luarrr Biasaaa,luarrr biasaaa,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5423,5.63,5.0,Dewa Fortuna,2026-05-11 03:25:09,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
sangat membantu dan mudah dicleam,sangat bantu mudah dicleam,0,1,1,Usefulness,3,Usefulness + Ease of Use,False,actual_1_predicted_3,positive,0.5267,5.58,5.0,EE Ajah,2026-05-11 03:13:23,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.469,0.531,high,True
Pelayanannya sangat ramah....,layan sangat ramah,0,1,1,Usefulness,3,Usefulness + Ease of Use,False,actual_1_predicted_3,positive,0.5859,5.76,5.0,Syakila Maharani,2026-05-11 03:03:00,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,True
baik,baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.7906,6.37,5.0,Evan gmd,2026-05-11 02:34:18,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.364,0.636,high,False
"ko punya saya gk bisa masuk. setelah saya klik apk jmo, mla ngilang/mental gk mau masuk ke apk jmo",ko punya tidak bisa masuk klik aplikasi jmo mla ngilang mental tidak mau masuk aplikasi jmo,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.1027,4.31,5.0,Warjono,2026-05-11 02:14:29,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.741,0.259,moderate,True
sangat membantu,sangat bantu,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.5423,5.63,5.0,Seftian eka putra Martin,2026-05-11 01:47:41,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.222,0.778,high,True
sangat membabtu,sangat membabtu,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.4588,5.38,5.0,Andre K,2026-05-11 01:35:10,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
berguna,guna,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,negative,-0.2023,3.39,5.0,kar wito,2026-05-11 00:56:53,0.0,Tidak relevan dengan pertanyaan manapun,0,0.208,0.66,0.132,moderate,True
bagus sangat gampang,bagus sangat gampang,1,1,3,Usefulness + Ease of Use,1,Usefulness,False,actual_3_predicted_1,positive,0.296,4.89,5.0,Rahmat Hidayat,2026-05-11 00:32:34,0.0,Relevan dengan P1 dan P3,3,0.125,0.685,0.19,moderate,True
sangat membantu,sangat bantu,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.5859,5.76,5.0,zulh engine,2026-05-11 00:18:02,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True
ok sekali,sekali,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.5859,5.76,5.0,Ipoenk chibi,2026-05-11 00:10:17,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
memudahkan,mudah,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,neutral,0.0,4.0,5.0,AHMAD RF,2026-05-10 23:49:01,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,True
sangat bgus,sangat bgus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,neutral,0.0,4.0,5.0,Ronaldi Saputra,2026-05-10 22:33:07,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,0.0,moderate,False
bagus,bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,negative,-0.4588,2.62,5.0,Dwi Novianti15,2026-05-10 15:31:36,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.305,0.357,0.338,low,False
apa saya bisa nyairin di Jamsostek bekasi.mksdnya langsung dtg,apa bisa nyairin jamsostek bekas mksdnya langsung dtg,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,negative,-0.2023,3.39,3.0,Nuryani Yani,2026-05-10 14:25:00,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.478,0.217,0.304,moderate,False
ngga bisa dibuka,tidak bisa buka,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.5859,5.76,1.0,Anang Fauzi,2026-05-10 14:01:40,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.7906,6.37,5.0,Amran Pabendan,2026-05-10 12:11:31,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
"aplikasi bagus, BPJStk terpercaya",aplikasi bagus bpjstk percaya,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,neutral,0.0,4.0,5.0,Dian Tri,2026-05-10 11:41:53,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False
membantu,bantu,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.5859,5.76,4.0,EDOJUANDA,2026-05-10 11:32:45,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
sangat memuaskan,sangat muas,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.5859,5.76,5.0,Ema Yanti,2026-05-10 11:21:06,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5574,5.67,3.0,Zainal Abidin,2026-05-10 10:21:09,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.217,0.783,high,False
sangat membantu sekali,sangat bantu sekali,1,1,3,Usefulness + Ease of Use,1,Usefulness,False,actual_3_predicted_1,positive,0.5859,5.76,5.0,Yetti Kusmiati,2026-05-10 09:56:06,0.0,Relevan dengan P1 dan P3,3,0.0,0.345,0.655,high,True
aduhhhh......gak bisa buka aplikasi.....log out sendiri.....,aduhhhh tidak bisa buka aplikasi log out sendiri,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.4404,5.32,1.0,Fikiaang94 (Aang),2026-05-10 09:24:38,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,False
sejauh ini cukup bagus & membantu,jauh cukup bagus bantu,1,1,3,Usefulness + Ease of Use,1,Usefulness,False,actual_3_predicted_1,positive,0.5267,5.58,5.0,Kiki Agustiawan tasti,2026-05-10 07:17:17,0.0,Relevan dengan P1 dan P3,3,0.0,0.227,0.773,high,True
cepat mudah,cepat mudah,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.5859,5.76,5.0,Ryan Aris,2026-05-10 06:41:23,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
bagus banget,bagus banget,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5267,5.58,5.0,Johan Tue,2026-05-10 06:14:55,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
bagusss pelayanan,bagusss layan,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,negative,-0.2023,3.39,4.0,Heru Julianto,2026-05-10 04:23:46,0.0,Tidak relevan dengan pertanyaan manapun,0,0.256,0.581,0.163,moderate,True
saya memberi bintang 1 ajah. karena aplikasinya tidak bisa di buka.,beri bintang ajah aplikasi tidak bisa buka,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,neutral,0.0,4.0,1.0,Solviana Inna,2026-05-10 04:16:04,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,1.0,0.0,moderate,False
Aplikasi ini sangat bagus sekali & sangat bermanfaat,aplikasi sangat bagus sekali sangat manfaat,1,1,3,Usefulness + Ease of Use,1,Usefulness,False,actual_3_predicted_1,positive,0.5423,5.63,5.0,Inara Hafsa,2026-05-10 04:03:53,0.0,Relevan dengan P1 dan P3,3,0.0,0.222,0.778,high,True
sangat bermanfaat,sangat manfaat,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.7906,6.37,5.0,Wendy Van Houthen,2026-05-10 03:33:59,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.125,0.875,high,True
"setelah di download kok tidak bisa di buka apk jmo ini, tolong perbaiki, saya mau daftar akun.",download kok tidak bisa buka aplikasi jmo baik mau daftar akun,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,negative,-0.8316,1.51,2.0,Diana Fajar,2026-05-10 03:06:26,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.62,0.253,0.127,low,False
aplikasi matap,aplikasi matap,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.4215,5.26,5.0,Asan,2026-05-10 00:09:12,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,False
sangat bermanfaat bagi para pekerja.,sangat manfaat kerja,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.4767,5.43,5.0,Win Yowinda,2026-05-09 21:56:36,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.244,0.756,high,True
sangat recommended,sangat rekomendasi,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5267,5.58,5.0,eko rama,2026-05-09 20:11:29,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.595,0.405,high,False
sangat membantu,sangat bantu,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.5719,5.72,5.0,Ruli Sukarnalah,2026-05-09 17:18:15,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.213,0.787,high,True
