rating,user,date,comment,likes,label UMUX,label,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,clean_text,predicted_umux_label,predicted_umux_dimension,vader_neg,vader_neu,vader_pos,vader_compound,sentiment_category,umux_lite_score_1_7,umux_score_category,is_umux_relevant
5.0,La Ode Azardin,2026-02-13 02:30:36,sangat bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat bagus,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
1.0,Dadan Hidayat,2026-02-13 02:16:02,"ini verifikasi bolak balik mulu, ini saya mau mencairkan hak saya lho",0.0,Relevan dengan P1 dan P3,3,1,1,3,verifikasi bolak balik mulu mau cair hak lho,3,Usefulness + Ease of Use,0.184,0.184,0.632,0.9274,positive,6.78,high,True
5.0,Febri Ariansyah,2026-02-13 02:14:30,Leh uga,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,leh uga,0,Tidak relevan dengan UMUX-Lite,0.0,0.217,0.783,0.5574,positive,5.67,high,False
5.0,Gilang Af,2026-02-13 02:12:11,"sangat membantu ,semua pitur nya mudah proses pencairan tidak di persulit , semoga dananya segera di cairkan terimakasih",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,sangat bantu semua pitur nya mudah proses cair tidak sulit moga dana segera cair terimakasih,2,Ease of Use,0.373,0.343,0.284,-0.4215,negative,2.74,low,True
5.0,MUHAMMAD RAFIQ ATHA PRATAMA,2026-02-13 02:06:28,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.357,0.643,0.5574,positive,5.67,high,True
1.0,Rita Dewi,2026-02-13 02:04:44,"kenapa gak bisa di buka apk ini... sudah di upgrad pun masih belum bisa dibuka, tolong di perbaiki, karna ini sangat mengganggu sekali",1.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,tidak bisa buka aplikasi upgrad belum bisa buka baik karna sangat ganggu sekali,2,Ease of Use,0.0,0.0,1.0,0.4215,positive,5.26,high,True
5.0,Muslim babang,2026-02-13 02:02:13,aplikasi sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,aplikasi sangat bantu,1,Usefulness,0.0,0.0,1.0,0.5267,positive,5.58,high,True
5.0,Isep Ridwan,2026-02-13 02:01:24,oke,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,oke,0,Tidak relevan dengan UMUX-Lite,0.246,0.511,0.243,-0.0258,neutral,3.92,moderate,False
5.0,Cili Marleny,2026-02-13 01:57:16,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4404,positive,5.32,high,False
1.0,Muhammad Hafis,2026-02-13 01:56:44,apk jmo tidak membantu malah mempersulit orang mau ngambil duit sendiri. kekantor cabang sudah pas claim eh nama tidak sesuai di buku rekening. taik lah,0.0,Relevan dengan P1 dan P3,3,1,1,3,aplikasi jmo tidak bantu malah sulit orang mau ngambil duit sendiri kantor cabang pas claim eh nama tidak sesuai buku rekening taik lah,3,Usefulness + Ease of Use,0.0,0.086,0.914,0.891,positive,6.67,high,True
4.0,Bumblebee Channell,2026-02-13 01:56:19,good,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,good,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4588,positive,5.38,high,False
4.0,Dina Melani,2026-02-13 01:52:00,"cukup membantu ,dan mudah digunakan",0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,cukup bantu mudah guna,3,Usefulness + Ease of Use,0.051,0.6,0.349,0.886,positive,6.66,high,True
5.0,Busrinussi,2026-02-13 01:50:54,baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.462,0.538,0.7184,positive,6.16,high,False
5.0,chodizah siti,2026-02-13 01:49:36,"Alhamdulillah dari sekian waktu saya bolak balik ke Kantor Cabang Rangkasbitung Kab.Lebak Banten, mendapatkan pelayanan yg sangat ramah di bantu CS dan Bpk Kiki..Top untuk pelayanannya.Terima kasih banyak untuk semua pelayanannya.",0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,alhamdulillah sekian waktu bolak balik kantor cabang rangkasbitung kab lebak banten layan yg sangat ramah bantu cs bpk kiki top layan terima kasih banyak semua layan,1,Usefulness,0.0,0.227,0.773,0.5267,positive,5.58,high,True
5.0,Yusuf Bahtiar,2026-02-13 01:45:44,kalau sudah pengkinian data. segala urusan di jmo jadi lebih mudah,0.0,Relevan dengan P1 dan P3,3,1,1,3,kalau kini data segala urus jmo jadi lebih mudah,3,Usefulness + Ease of Use,0.0,0.0,1.0,0.5859,positive,5.76,high,True
5.0,Bagas pramudya,2026-02-13 01:43:12,pelayanannya bagus,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,layan bagus,1,Usefulness,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True
4.0,Bandot,2026-02-13 01:36:08,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
5.0,daffa marfia,2026-02-13 01:32:24,layanan nya memuaskan,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,layan nya muas,1,Usefulness,0.0,0.38,0.62,0.5994,positive,5.8,high,True
5.0,LOCK TRONE,2026-02-13 01:32:23,baguss baikk aplikasi nya,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baguss baikk aplikasi nya,0,Tidak relevan dengan UMUX-Lite,0.0,0.125,0.875,0.7906,positive,6.37,high,False
5.0,Yosep Kristanto,2026-02-13 01:23:57,smg membantu tng kerja sll,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,smg bantu tng kerja sll,1,Usefulness,0.0,0.132,0.868,0.765,positive,6.29,high,True
5.0,Kohar Rudin,2026-02-13 01:21:14,bagus sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,bagus sangat bantu,1,Usefulness,0.248,0.297,0.455,0.6369,positive,5.91,high,True
5.0,Jecky Hermadi,2026-02-13 01:16:26,bagus jika digunakan dengan tepat,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,bagus guna tepat,2,Ease of Use,0.0,0.581,0.419,0.5574,positive,5.67,high,True
5.0,Ended Suryana,2026-02-13 01:09:27,"Jadi semakin mudah untuk klaim pencairan, tidak perlu antri ke kantor pusat / cabang",0.0,Relevan dengan P1 dan P3,3,1,1,3,jadi makin mudah klaim cair tidak perlu antri kantor pusat cabang,3,Usefulness + Ease of Use,0.0,0.0,0.0,0.0,neutral,4.0,moderate,True
5.0,Arsya,2026-02-13 01:06:58,sangat membantu sekali. Trima ksh JMO,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu sekali trima ksh jmo,1,Usefulness,0.0,0.222,0.778,0.5423,positive,5.63,high,True
5.0,Robert Silitonga,2026-02-13 00:47:55,ok,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
5.0,Camelia Supu,2026-02-13 00:46:56,sangat bermanfaat,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat manfaat,1,Usefulness,0.747,0.253,0.0,-0.7096,negative,1.87,low,True
5.0,Sirojul Munir,2026-02-13 00:43:54,selalu tingkat kan,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,selalu tingkat kan,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5267,positive,5.58,high,False
5.0,Yadi Rasul,2026-02-13 00:25:45,enak dan tidak terlalu susah,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,enak tidak terlalu susah,2,Ease of Use,0.0,0.222,0.778,0.5423,positive,5.63,high,True
5.0,nurdin hidayat,2026-02-13 00:14:55,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4404,positive,5.32,high,False
5.0,meiny karamoy,2026-02-13 00:12:37,cepat dan terpercaya,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,cepat percaya,3,Usefulness + Ease of Use,0.0,0.194,0.806,0.8074,positive,6.42,high,True
5.0,Surya Yayaw,2026-02-13 00:06:11,good,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,good,0,Tidak relevan dengan UMUX-Lite,0.0,0.286,0.714,0.6124,positive,5.84,high,False
5.0,Triputra Lbs,2026-02-12 23:58:25,jmo cepat prosesnya dan terbaik aplikasinya,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,jmo cepat proses baik aplikasi,1,Usefulness,0.27,0.541,0.189,-0.1531,negative,3.54,moderate,True
5.0,af muin,2026-02-12 23:55:14,bagus bisa cek setiap saat,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,bagus bisa cek tiap,1,Usefulness,0.0,0.0,1.0,0.8074,positive,6.42,high,True
5.0,puji harsono,2026-02-12 23:51:51,gajian belum naik bpjs udah naik🤭🤭,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,gaji belum naik bpjs udah naik,0,Tidak relevan dengan UMUX-Lite,0.0,0.208,0.792,0.5859,positive,5.76,high,False
5.0,Orin Ratna,2026-02-12 23:44:54,mudah dan bermanfaat,0.0,Relevan dengan P1 dan P3,3,1,1,3,mudah manfaat,3,Usefulness + Ease of Use,0.0,0.132,0.868,0.765,positive,6.29,high,True
5.0,Sabri Ali,2026-02-12 23:43:52,pengcaliman mudah,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,pengcaliman mudah,2,Ease of Use,0.0,0.0,0.0,0.0,neutral,4.0,moderate,True
5.0,Faisal Manope (Manado),2026-02-12 23:35:47,"sangat membantu, terimakasih ☺️",0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu terimakasih,1,Usefulness,0.0,0.0,1.0,0.7845,positive,6.35,high,True
5.0,Aihovan watulangkouw,2026-02-12 23:29:13,ok,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5267,positive,5.58,high,False
5.0,Rian Alhamafld,2026-02-12 23:26:09,bagus dan cepat,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,bagus cepat,3,Usefulness + Ease of Use,0.0,0.227,0.773,0.5267,positive,5.58,high,True
5.0,Arif Cool,2026-02-12 23:24:57,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.588,0.412,0.5423,positive,5.63,high,False
5.0,Andhika Andhika95,2026-02-12 22:07:30,sangat bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4215,positive,5.26,high,False
5.0,Amsuri Toy,2026-02-12 21:30:49,sangat bermanfaat buat jaminan masa tua,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat manfaat buat jamin masa tua,1,Usefulness,0.0,0.088,0.912,0.886,positive,6.66,high,True
5.0,apel anggur,2026-02-12 18:20:50,oke,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,oke,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5267,positive,5.58,high,False
4.0,sucipto sucipto,2026-02-12 17:59:12,sangat bagus mudah di gunakan,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,sangat bagus mudah guna,3,Usefulness + Ease of Use,0.145,0.526,0.329,0.4215,positive,5.26,high,True
5.0,Putra Petir,2026-02-12 17:54:02,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.585,0.283,0.132,-0.7003,negative,1.9,low,False
2.0,Dwivani Kpsawah,2026-02-12 17:06:59,Tolong dong dibantu Ini punya saya kenapa ya setiap masuk jmo gak bisa2 Selalu keluar lagi keluar lagi!!,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,dong bantu punya tiap masuk jmo tidak bisa selalu keluar keluar,2,Ease of Use,0.0,0.217,0.783,0.5574,positive,5.67,high,True
1.0,Muhammad Yunus Julyotama,2026-02-12 16:45:00,Error Ga bisa kebuka Aplikasi nya.,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,error tidak bisa buka aplikasi nya,2,Ease of Use,0.255,0.138,0.607,0.4767,positive,5.43,high,True
5.0,Alvin Jaya,2026-02-12 15:55:33,sangat membantu,0.0,Relevan dengan P1 dan P3,3,1,1,3,sangat bantu,1,Usefulness,0.439,0.455,0.106,-0.6597,negative,2.02,low,True
1.0,Oferianus Laia,2026-02-12 15:52:39,Sudah terdaftar tapi susah masuk aplikasi. Bagaimana gampang jika klaim.,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,daftar susah masuk aplikasi bagaimana gampang klaim,2,Ease of Use,0.0,0.0,1.0,0.5859,positive,5.76,high,True
1.0,meilya eka,2026-02-12 15:43:40,Sudah 1bulan lebih apk ini tidak bisa dibuka. selalu nge bug,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,bulan lebih aplikasi tidak bisa buka selalu nge bug,2,Ease of Use,0.407,0.0,0.593,0.25,positive,4.75,moderate,True
1.0,Samsul Jova,2026-02-12 15:38:48,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.252,0.647,0.101,-0.2732,negative,3.18,moderate,False
1.0,DreadNought313 TamsFams,2026-02-12 15:26:57,tidak berguna,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,tidak guna,1,Usefulness,0.0,0.0,1.0,0.5267,positive,5.58,high,True
2.0,Niti DRN,2026-02-12 15:16:45,mau login sussh bangettttt. email dan password sudsh bener tp gabisa bisa,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,mau login sussh bangettttt email password sudsh bener tp tidak bisa bisa,2,Ease of Use,0.0,0.0,1.0,0.5267,positive,5.58,high,True
4.0,Edy Suryana Dinaty,2026-02-12 15:12:24,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.208,0.792,0.5859,positive,5.76,high,False
5.0,Mustakim Takim,2026-02-12 15:08:43,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.545,0.455,0.0,-0.5574,negative,2.33,low,False
5.0,Rondo Loro,2026-02-12 14:55:57,mudah dan menyenangkan,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,mudah senang,0,Tidak relevan dengan UMUX-Lite,0.0,0.698,0.302,0.0772,positive,4.23,moderate,False
4.0,Nino Choco,2026-02-12 14:49:23,"ko nge'bug ya akhir"" ini",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,ko nge bug akhir,2,Ease of Use,0.0,0.0,1.0,0.5859,positive,5.76,high,True
5.0,Herdi Suherdi,2026-02-12 14:48:26,Aplikasi yang sangat penting bagi pekerja,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,aplikasi sangat penting kerja,1,Usefulness,0.0,0.0,1.0,0.5574,positive,5.67,high,True
5.0,Tyo Wibowo,2026-02-12 14:20:43,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.222,0.778,0.5423,positive,5.63,high,False
5.0,Fhaldin Cean,2026-02-12 14:15:04,sukses,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sukses,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
5.0,Budi Riyanto,2026-02-12 13:56:56,sangat bermanfaat,0.0,Relevan dengan P1 dan P3,3,1,1,3,sangat manfaat,1,Usefulness,0.27,0.552,0.178,-0.3612,negative,2.92,low,True
5.0,Sultan Ramadhan,2026-02-12 13:44:55,jos pokoke,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,jos pokoke,0,Tidak relevan dengan UMUX-Lite,0.0,0.25,0.75,0.4588,positive,5.38,high,False
4.0,A Ceng,2026-02-12 13:42:50,ok....hrs pantau terus klo gk bisa login...berarti hrs update lg...tp 👍👍lah,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,hrs pantau terus klo tidak bisa login arti hrs update lg tp lah,2,Ease of Use,0.0,0.0,1.0,0.5859,positive,5.76,high,True
5.0,Tutik Ratnasari,2026-02-12 13:40:14,sangat baik...,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4588,positive,5.38,high,False
5.0,Keleper Keleper,2026-02-12 13:31:39,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5267,positive,5.58,high,False
5.0,Echo Seven,2026-02-12 13:31:02,baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.227,0.773,0.5267,positive,5.58,high,False
5.0,Randy Septiandy,2026-02-12 13:28:43,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
5.0,Supri yadi,2026-02-12 13:27:06,sangat bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat bagus,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
5.0,Mahdi Yanasah,2026-02-12 13:13:41,saya sangat senang dean aplikasi ini,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat senang dean aplikasi,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
5.0,Ika Yunikka,2026-02-12 13:07:56,mantaaap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantaaap,0,Tidak relevan dengan UMUX-Lite,0.426,0.426,0.149,-0.5574,negative,2.33,low,False
3.0,Iswanto Waok,2026-02-12 12:58:41,makin kedepan selalu,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,makin depan selalu,2,Ease of Use,0.0,0.0,1.0,0.5859,positive,5.76,high,True
1.0,Bayu Aria Swandaru,2026-02-12 12:55:40,"Aplikasi busuk, di buka selalu Force Close",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,aplikasi busuk buka selalu force close,2,Ease of Use,0.401,0.51,0.089,-0.7096,negative,1.87,low,True
5.0,Earsport,2026-02-12 12:48:57,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.781,0.219,0.1027,positive,4.31,moderate,False
1.0,Dhea Pradita,2026-02-12 12:44:40,"misi...kenapa masuk apk nya ga bisa keluar mulu ""apk terhenti..."" payah",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,misi masuk aplikasi nya tidak bisa keluar mulu aplikasi henti payah,2,Ease of Use,0.0,0.0,1.0,0.5859,positive,5.76,high,True
5.0,Hajiji Suhandhea,2026-02-12 12:41:32,"aplikasi nya tolong di tingkatkan,,biar bisa buka",1.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,aplikasi nya tingkat biar bisa buka,2,Ease of Use,0.0,0.0,1.0,0.5267,positive,5.58,high,True
5.0,Andre Gultom,2026-02-12 12:31:40,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5859,positive,5.76,high,False
4.0,Malasari Bm,2026-02-12 12:30:34,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.25,0.75,0.4588,positive,5.38,high,False
5.0,dalizomasi Hia,2026-02-12 12:30:06,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4404,positive,5.32,high,False
4.0,adi riyadi riyadi,2026-02-12 12:21:59,sangat baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.513,0.487,0.5859,positive,5.76,high,False
5.0,Dik dik Herlambang,2026-02-12 12:15:29,Good,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,good,0,Tidak relevan dengan UMUX-Lite,0.0,0.217,0.783,0.5574,positive,5.67,high,False
5.0,Billy Fathur,2026-02-12 12:05:21,MANTAP SANGAT MEMBANTUN TENTUNYA APALAGI UNTUK YANG HABIS KONTRAK,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,mantap sangat bantun habis kontrak,3,Usefulness + Ease of Use,0.0,0.0,1.0,0.4404,positive,5.32,high,True
5.0,Pak Wawan,2026-02-12 12:02:37,sangat membantu,0.0,Relevan dengan P1 dan P3,3,1,1,3,sangat bantu,1,Usefulness,0.0,0.0,1.0,0.4588,positive,5.38,high,True
5.0,Silaen Channel,2026-02-12 12:00:03,good,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,good,0,Tidak relevan dengan UMUX-Lite,0.0,0.222,0.778,0.5423,positive,5.63,high,False
5.0,Reza Yudiar,2026-02-12 11:56:04,ok baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.217,0.783,0.5574,positive,5.67,high,False
5.0,Ghulamuddin Abdul Hamid,2026-02-12 11:54:10,sangat bermanfaat,0.0,Relevan dengan P1 dan P3,3,1,1,3,sangat manfaat,1,Usefulness,0.0,0.441,0.559,0.5859,positive,5.76,high,True
5.0,Toni susanto lawolo,2026-02-12 11:46:42,sangan membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangan bantu,1,Usefulness,0.0,0.0,1.0,0.5859,positive,5.76,high,True
5.0,Q - man,2026-02-12 11:45:05,dengan aplikasi JMO memberikan kemudahan,0.0,Relevan dengan P1 dan P3,3,1,1,3,aplikasi jmo beri mudah,1,Usefulness,0.0,0.682,0.318,0.1027,positive,4.31,moderate,True
5.0,Sintia Susi ismawati,2026-02-12 11:34:43,ok mantul,0.0,Relevan dengan P1 dan P3,3,1,1,3,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.217,0.783,0.5574,positive,5.67,high,False
1.0,sekolastika tri susanti,2026-02-12 11:31:59,aplikasi gbisa dibuka nih. kenapa ya?,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,aplikasi gbisa buka nih,2,Ease of Use,0.0,0.0,1.0,0.4588,positive,5.38,high,True
5.0,Edy mozes,2026-02-12 11:29:37,sangat membantu,0.0,Relevan dengan P1 dan P3,3,1,1,3,sangat bantu,1,Usefulness,0.0,0.0,1.0,0.5859,positive,5.76,high,True
5.0,Muhamad Rahul,2026-02-12 11:25:53,terbaik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4404,positive,5.32,high,False
5.0,Rani Ajjah,2026-02-12 11:24:53,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.217,0.783,0.5574,positive,5.67,high,False
5.0,novitasari denni,2026-02-12 11:14:26,good,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,good,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5267,positive,5.58,high,False
5.0,Agus Setiawan,2026-02-12 11:12:25,sangat membantu,0.0,Relevan dengan P1 dan P3,3,1,1,3,sangat bantu,1,Usefulness,0.0,0.0,1.0,0.5267,positive,5.58,high,True
5.0,Hero Suhin,2026-02-12 11:11:28,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.149,0.541,0.311,0.1027,positive,4.31,moderate,False
5.0,de De,2026-02-12 11:02:44,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.461,0.436,0.102,-0.9633,negative,1.11,low,False
1.0,Aditya Agni,2026-02-12 10:59:11,"JMO tidak bisa dibuka di samsung note 8, sudah wa ke bpjs jawabannya disuruh pakai hp lain",1.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,jmo tidak bisa buka samsung note wa bpjs jawab suruh pakai hp,2,Ease of Use,0.524,0.476,0.0,-0.296,negative,3.11,moderate,True
1.0,Johsua Panjaitan,2026-02-12 10:51:37,"apk tolol susah buat ambil dana di dalam, verivikasi muka susah tidak bisa terus apk apaan nih? duit negara buat apk gini doang sampah banget, mikir lah buat apk biar dapat lebih mudah malah mempersulit",0.0,Relevan dengan P1 dan P3,3,1,1,3,aplikasi tolol susah buat ambil dana verivikasi muka susah tidak bisa terus aplikasi apa nih duit negara buat aplikasi gin doang sampah banget mikir lah buat aplikasi biar lebih mudah malah sulit,2,Ease of Use,0.0,0.0,1.0,0.5859,positive,5.76,high,True
5.0,Hafizatala,2026-02-12 10:47:15,kenapa nggak mau di bukak,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,tidak mau bukak,2,Ease of Use,0.0,0.0,1.0,0.4588,positive,5.38,high,True
5.0,Wahyu Permana,2026-02-12 10:28:53,wow,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,wow,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5859,positive,5.76,high,False
5.0,Ayurismawaty Ayurismawaty,2026-02-12 10:21:30,terbaik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4588,positive,5.38,high,False
5.0,Nova Rumi ferniatun,2026-02-12 10:10:22,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5267,positive,5.58,high,False
5.0,Winda Amelia,2026-02-12 10:06:03,baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baik,0,Tidak relevan dengan UMUX-Lite,0.156,0.284,0.56,0.5702,positive,5.71,high,False
5.0,Stefen 12,2026-02-12 10:04:16,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5267,positive,5.58,high,False
1.0,Agung,2026-02-12 10:01:12,"verifikasi no HP gk masuk terus pesan nya, tolong perbaiki",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,verifikasi no hp tidak masuk terus pesan nya baik,2,Ease of Use,0.272,0.204,0.524,0.4019,positive,5.21,high,True
5.0,Sabina,2026-02-12 09:59:34,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5859,positive,5.76,high,False
3.0,Nurdin Arjuna,2026-02-12 09:48:52,tolong min di perbaiki sistemnya..utk login suka error,1.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,min baik sistem utk login suka error,2,Ease of Use,0.0,0.0,1.0,0.5267,positive,5.58,high,True
